,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
pos,DT,JJ,VBZ,IN,DT,NN,VBD,NNP,NN,NNP,NNP,",",WP,VBD,VBN,IN,JJ,NNS,IN,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-org,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,but,they,are,also,seeking,to,learn,whether,president,kaczynski,or,others,pressured,the,pilots,to,attempt,a,landing,despite,heavy,fog,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,CC,PRP,VBP,RB,VBG,TO,VB,IN,NNP,NNP,CC,NNS,VBD,DT,NNS,TO,VB,DT,NN,IN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,herald,says,smuggled,sugar,and,flour,are,sold,cheaply,in,mozambique,",",undercutting,production,from,that,country,'s,own,industries,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,VBZ,JJ,NN,CC,NN,VBP,VBN,RB,IN,NNP,",",VBG,NN,IN,DT,NN,POS,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,israeli,military,officials,say,their,strike,hit,a,building,where,militants,had,been,working,on,weapons,to,use,against,israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,JJ,NNS,VBP,PRP$,NN,VBD,DT,NN,WRB,NNS,VBD,VBN,VBG,IN,NNS,TO,VB,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,pyongyang,announced,on,monday,that,it,would,free,the,squid-fishing,boat,and,its,crew,of,four,south,koreans,and,three,chinese,seized,a,month,ago,for,alleged,illegal,fishing,,,,,,,,,,,,,,,,,,,
pos,NNP,VBD,IN,NNP,IN,PRP,MD,VB,DT,JJ,NN,CC,PRP$,NN,IN,CD,NNP,NNS,CC,CD,NNS,VBD,DT,NN,RB,IN,JJ,JJ,NN,,,,,,,,,,,,,,,,,,,
true,B-per,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,B-gpe,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,B-gpe,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,
word,mr.,bush,visited,the,vatican,in,2005,for,pope,john,paul,'s,funeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,VBD,DT,NNP,IN,CD,IN,NNP,NNP,NNP,POS,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,B-org,O,B-tim,O,O,B-per,I-per,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-per,I-per,O,O,O,O,B-tim,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,water,and,food,are,still,in,short,supply,in,the,islands,off,sumatra,",",and,bad,weather,and,aftershocks,are,hampering,aid,workers,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NN,CC,NN,VBP,RB,IN,JJ,NN,IN,DT,NNS,IN,NNP,",",CC,JJ,NN,CC,NNS,VBP,VBG,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,palestinian,witnesses,in,jenin,say,the,dead,18-year-old,was,unarmed,and,was,throwing,rocks,at,israeli,troops,attempting,to,arrest,a,wanted,militant,from,the,islamic,jihad,movement,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,IN,NNP,VBP,DT,JJ,JJ,VBD,JJ,CC,VBD,VBG,NNS,IN,JJ,NNS,VBG,TO,VB,DT,JJ,NN,IN,DT,NNP,NNP,NN,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,two,other,provisions,in,the,bill,would,create,a,so-called,guest,worker,program,and,would,deport,illegal,immigrants,who,have,been,in,the,country,for,fewer,than,five,years,,,,,,,,,,,,,,,,,,,
pos,CD,JJ,NNS,IN,DT,NN,MD,VB,DT,JJ,NN,NN,NN,CC,MD,VB,JJ,NNS,WP,VBP,VBN,IN,DT,NN,IN,JJR,IN,CD,NNS,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,
word,the,ship,was,carrying,850,metric,tons,of,rice,donated,by,japan,and,germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,VBG,CD,JJ,NNS,IN,NN,VBN,IN,NNP,CC,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,a,trade,delegation,led,by,nebraska,governor,dave,heineman,has,signed,agreements,to,sell,nearly,$,30,million,worth,of,food,to,cuba,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,NN,VBN,IN,NNP,NNP,NNP,NNP,VBZ,VBN,NNS,TO,VB,RB,$,CD,CD,NN,IN,NN,TO,NNP,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-org,I-org,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,new,delhi-based,asia,center,for,human,rights,is,calling,for,international,intervention,in,the,political,crisis,in,nepal,",",saying,it,could,deepen,if,not,resolved,soon,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,JJ,NNP,NNP,IN,NNP,NNP,VBZ,VBG,IN,JJ,NN,IN,DT,JJ,NN,IN,NNP,",",VBG,PRP,MD,VB,IN,RB,VBN,RB,,,,,,,,,,,,,,,,,,,,
true,O,B-org,I-org,I-org,I-org,I-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,more,than,300,people,have,been,detained,so,far,across,pakistan,since,the,july,seventh,london,bombings,carried,out,by,british,muslims,of,pakistani,origin,who,had,visited,the,country,before,the,attacks,,,,,,,,,,,,,,,
pos,JJR,IN,CD,NNS,VBP,VBN,VBN,RB,RB,IN,NNP,IN,DT,NNP,JJ,NNP,NNS,VBN,RP,IN,JJ,NNPS,IN,JJ,NN,WP,VBD,VBN,DT,NN,IN,DT,NNS,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,B-tim,I-tim,B-geo,O,O,O,O,B-gpe,B-org,I-org,B-gpe,B-org,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,B-tim,I-tim,B-gpe,O,O,O,O,B-gpe,O,O,B-gpe,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
word,but,a,statement,sunday,from,the,romanian,presidency,said,the,reporters,are,safe,and,will,soon,return,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,CC,DT,NN,NNP,IN,DT,JJ,NN,VBD,DT,NNS,VBP,JJ,CC,MD,RB,VB,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,B-tim,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-tim,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,iran,'s,interior,ministry,banned,more,than,2200,candidates,",",mostly,reformists,",",from,competing,in,the,march,14,vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,POS,NNP,NNP,VBD,JJR,IN,CD,NNS,",",RB,NNS,",",IN,VBG,IN,DT,NNP,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,B-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,saudi,arabia,is,encouraging,the,growth,of,the,private,sector,in,order,to,diversify,its,economy,and,to,employ,more,saudi,nationals,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,VBZ,VBG,DT,NN,IN,DT,JJ,NN,IN,NN,TO,VB,PRP$,NN,CC,TO,VB,RBR,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-per,O,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,
word,bolshevik,control,of,the,area,was,fiercely,contested,and,not,fully,reestablished,until,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NN,IN,DT,NN,VBD,RB,VBN,CC,RB,RB,VBN,IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,china,says,a,fourth,person,is,ill,with,bird,flu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,DT,JJ,NN,VBZ,JJ,IN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,earlier,this,year,",",surgeons,in,france,performed,the,world,'s,first,partial,face,transplant,on,a,woman,whose,lips,and,nose,were,ripped,off,by,a,dog,,,,,,,,,,,,,,,,,,,,
pos,RBR,DT,NN,",",NNS,IN,NNP,VBD,DT,NN,POS,JJ,JJ,NN,NN,IN,DT,NN,WP$,NNS,CC,NN,VBD,VBN,RP,IN,DT,NN,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,the,u.s.,military,says,more,than,900,displaced,residents,returned,to,fallujah,for,the,first,time,thursday,",",assisted,by,u.s.,and,iraqi,troops,who,are,providing,security,and,humanitarian,aid,,,,,,,,,,,,,,,,,
pos,DT,NNP,NN,VBZ,JJR,IN,CD,VBN,NNS,VBD,TO,NNP,IN,DT,JJ,NN,NNP,",",VBN,IN,NNP,CC,JJ,NNS,WP,VBP,VBG,NN,CC,JJ,NN,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,O,O,O,O,O,O,O,B-geo,O,O,B-tim,I-tim,I-tim,O,O,O,B-geo,O,B-gpe,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,O,O,O,B-gpe,O,B-gpe,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,president,bush,is,on,his,way,to,mar,del,plata,",",argentina,",",to,attend,the,summit,of,the,americas,",",which,opens,friday,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,VBZ,IN,PRP$,NN,TO,NNP,NNP,NNP,",",NNP,",",TO,VB,DT,NN,IN,DT,NNPS,",",WDT,VBZ,NNP,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,O,O,O,B-geo,I-geo,I-geo,O,B-geo,O,O,O,O,O,O,O,B-org,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,indian,veterinary,officials,are,killing,thousands,of,birds,this,week,to,try,to,control,the,country,'s,latest,outbreak,of,avian,influenza,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,JJ,NNS,VBP,VBG,NNS,IN,NNS,DT,NN,TO,VB,TO,VB,DT,NN,POS,JJS,NN,IN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,nuclear,cooperation,pact,between,india,and,the,united,states,has,sparked,a,mixed,reaction,in,washington,and,abroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NN,NN,IN,NNP,CC,DT,NNP,NNPS,VBZ,VBN,DT,JJ,NN,IN,NNP,CC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-geo,O,O,B-geo,I-geo,O,O,O,O,O,O,B-geo,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,tests,have,prompted,condemnation,from,countries,worldwide,",",including,the,u.s.,",",russia,",",australia,",",japan,",",south,korea,and,china,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNS,VBP,VBN,NN,IN,NNS,NN,",",VBG,DT,NNP,",",NNP,",",NNP,",",NNP,",",NNP,NNP,CC,NNP,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,B-geo,O,B-geo,O,B-geo,O,B-geo,I-geo,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,B-gpe,O,B-gpe,O,B-gpe,O,B-geo,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,he,added,china,has,a,sacred,duty,to,defend,its,state,sovereignty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,VBD,NNP,VBZ,DT,JJ,NN,TO,VB,PRP$,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-geo,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,officials,with,the,u.n.,world,food,program,",",wfp,",",say,a,ship,carrying,food,aid,for,somalian,tsunami,victims,has,been,hijacked,and,the,ship,'s,crew,taken,hostage,,,,,,,,,,,,,,,,,,
pos,NNS,IN,DT,NNP,NNP,NNP,NNP,",",NNP,",",VBP,DT,NN,VBG,NN,NN,IN,JJ,NN,NNS,VBZ,VBN,VBN,CC,DT,NN,POS,NN,VBN,NN,,,,,,,,,,,,,,,,,,
true,O,O,O,B-org,I-org,I-org,I-org,O,B-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
word,corruption,continues,to,be,an,impediment,to,attracting,fdi,flows,and,latvia,'s,low,birth,rate,and,decreasing,population,are,major,challenges,to,its,long-term,economic,vitality,,,,,,,,,,,,,,,,,,,,,
pos,NN,VBZ,TO,VB,DT,NN,TO,VBG,NNP,NNS,CC,NNP,POS,JJ,NN,NN,CC,VBG,NN,VBP,JJ,NNS,TO,PRP$,JJ,JJ,NN,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-org,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,bird,flu,has,killed,at,least,81,people,in,east,asia,and,turkey,since,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NN,NN,VBZ,VBN,IN,JJS,CD,NNS,IN,NNP,NNP,CC,NNP,IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,B-geo,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,defense,department,said,monday,that,abdul,aziz,naji,has,been,sent,back,to,his,native,algeria,",",while,abd-al-nisr,mohammed,khantumani,was,resettled,in,cape,verde,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NNP,VBD,NNP,IN,NNP,NNP,NNP,VBZ,VBN,VBN,RB,TO,PRP$,JJ,NNP,",",IN,NNP,NNP,NNP,VBD,VBN,IN,NNP,NNP,,,,,,,,,,,,,,,,,,,,,
true,O,B-org,I-org,O,B-tim,O,B-per,I-per,I-per,O,O,O,O,O,O,O,B-geo,O,O,B-org,I-org,I-org,O,O,O,B-geo,I-geo,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,after,the,war,",",a,reunited,but,truncated,czechoslovakia,(,less,ruthenia,),fell,within,the,soviet,sphere,of,influence,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,DT,NN,",",DT,VBN,CC,VBN,NNP,LRB,RBR,NNP,RRB,VBD,IN,DT,JJ,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-geo,O,O,B-geo,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,in,november,",",mr.,castro,surprised,many,when,he,stood,up,from,his,wheelchair,to,receive,chinese,president,hu,jintao,",",who,was,on,a,state,visit,,,,,,,,,,,,,,,,,,,,,
pos,IN,NNP,",",NNP,NNP,VBD,JJ,WRB,PRP,VBD,RP,IN,PRP$,NN,TO,VB,JJ,NNP,NNP,NNP,",",WP,VBD,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,
true,O,B-tim,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,B-gpe,B-per,I-per,I-per,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,O,B-tim,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,but,beijing,still,considers,the,island,as,part,of,its,territory,and,has,threatened,to,use,force,if,necessary,to,reunite,the,two,sides,,,,,,,,,,,,,,,,,,,,,,,,
pos,CC,NNP,RB,VBZ,DT,NN,IN,NN,IN,PRP$,NN,CC,VBZ,VBN,TO,VB,NN,IN,JJ,TO,VB,DT,CD,NNS,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,the,document,says,moscow,hopes,to,build,"""",an,equal,and,full-fledged,strategic,partnership,with,the,united,states,",","""",but,criticized,u.s.,plans,for,a,missile,defense,shield,in,europe,,,,,,,,,,,,,,,,,
pos,DT,NN,VBZ,NNP,VBZ,TO,VB,``,DT,JJ,CC,JJ,JJ,NN,IN,DT,NNP,NNPS,",",``,CC,VBD,NNP,NNS,IN,DT,NN,NN,NN,IN,NNP,,,,,,,,,,,,,,,,,
true,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,O,O,O,B-geo,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,iraq,'s,shi'ite,and,kurdish-dominated,parliament,is,to,discuss,the,deal,at,a,special,session,later,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,POS,NNP,CC,JJ,NN,VBZ,TO,VB,DT,NN,IN,DT,JJ,NN,RB,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
